slug,project_id,title,downloads,categories,game_versions,highest_game_version
junior-imagineer-smp,PnrRfIXh,Junior ImagineerSMP,186,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21', '1.21.4', '1.21.11']",1.21.11
modcrafttech,ZqTACQXk,ModCraftTech,186,"['adventure', 'forge', 'kitchen-sink', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
pixelcafe,Czo9J9dC,PixelCafe Oficial,186,"['challenging', 'combat', 'multiplayer', 'neoforge', 'optimization']",['1.21.1'],1.21.1
sorcerers-fantasy,z9pkVqZy,Sorcerer's Fantasy,186,"['adventure', 'combat', 'forge', 'magic', 'neoforge']","['1.20.1', '1.21.1']",1.21.1
primal-craft-lt-devonian,2vcJFcSm,Primal Craft LT Devonian,186,"['adventure', 'combat', 'forge', 'technology']",['1.12.2'],1.12.2
tksvspvp,tTsrXfeC,Tksv's PvP Client,186,"['combat', 'fabric', 'multiplayer', 'optimization']",['1.21.4'],1.21.4
purelypolished,QxKnL08s,Purely Polished,186,"['fabric', 'lightweight', 'optimization']",['1.21.8'],1.21.8
sdpvp+,O37fAYXw,SDPvP+,186,"['combat', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.1', '1.21.8']",1.21.8
adventure-time!,esDicgPr,Adventure Time!,186,"['adventure', 'challenging', 'fabric', 'optimization']",['1.20.1'],1.20.1
emanation-modpack,Ci8GKf6L,emanation modpack,186,"['adventure', 'kitchen-sink', 'lightweight', 'multiplayer', 'neoforge', 'technology']",['1.21.1'],1.21.1
primebattles,4HyCrv8w,PrimeBattles,186,"['adventure', 'combat', 'fabric', 'optimization', 'technology']",['1.21.10'],1.21.10
js2-modpack,321iZ9UB,Juice Shop Modpack,186,"['challenging', 'fabric', 'kitchen-sink', 'multiplayer']",['1.20.1'],1.20.1
gts-generic-client-pack,XGQtwSLJ,GT's Generic Client Pack,186,"['fabric', 'lightweight', 'optimization']",['1.21.8'],1.21.8
cobblemon-beyond-server-pack,6JclKWSb,Cobblemon Beyond Server Pack,186,"['adventure', 'combat', 'fabric', 'multiplayer']",['1.21.1'],1.21.1
ages-of-innovation,GZRD2gDS,Ages of Innovation,186,"['adventure', 'forge', 'multiplayer', 'technology']",['1.20.1'],1.20.1
majesty-realms,NVQmuXAw,Majesty Realms,186,"['adventure', 'challenging', 'combat', 'fabric', 'optimization', 'technology']",['1.20.1'],1.20.1
won-wars,57HTiHFC,WON WARS,186,"['adventure', 'forge', 'lightweight', 'magic']",['1.20.1'],1.20.1
wtaom,Y4llhCHo,Wow Thats Alot Of Mods,186,"['adventure', 'challenging', 'combat', 'forge', 'magic', 'technology']",['1.20.1'],1.20.1
the-create-extended,zeiKj4Mb,The Create Extended,186,"['adventure', 'fabric', 'multiplayer', 'technology']",['1.20.1'],1.20.1
piuscobblemonadventure,Uta7xcHF,Piu's Cobblemon Adventure,186,"['adventure', 'combat', 'fabric', 'multiplayer', 'optimization']",['1.21.1'],1.21.1
starcraftfantasy,zTlpT1WE,StarCraftFantasy,186,"['adventure', 'fabric', 'kitchen-sink', 'magic', 'multiplayer']",['1.21'],1.21
hotdog-client,elyYBTNq,Hotdog Client,186,"['fabric', 'multiplayer', 'optimization', 'technology']","['1.20.1', '1.21']",1.21
best-friends-club,nDpCVs9L,Best Friends Club,186,"['adventure', 'combat', 'fabric', 'magic', 'multiplayer', 'technology']",['1.20.1'],1.20.1
keckium,ra1e9jgc,Keckium,186,"['fabric', 'lightweight', 'optimization']",['1.20.2'],1.20.2
slipperqolpack,G9sGWamA,SlipperQoLPack,185,"['fabric', 'lightweight', 'optimization']",['1.21.1'],1.21.1
undead-adventures-+,7DgWOTIe,Undead Adventures + [Port],185,"['challenging', 'combat', 'forge']",['1.20.1'],1.20.1
jollypack,rM4ybSre,JollyPack,185,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.3', '1.21.4', '1.21.5', '1.21.8']",1.21.8
vanilla_overhauled,aF5jctQi,Vanilla OVERHAULED,185,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21.5'],1.21.5
piratecraft,bHiIHOyn,PirateCraft,185,"['adventure', 'challenging', 'combat', 'fabric', 'magic', 'multiplayer', 'optimization']",['1.21'],1.21
justimproved,1WL1AhmU,JustImproved,185,"['adventure', 'fabric', 'multiplayer', 'optimization', 'technology']",['1.21.1'],1.21.1
thehaj.space,rTRQpdW7,thehaj.space,185,"['adventure', 'magic', 'multiplayer', 'neoforge', 'technology']",['1.20.4'],1.20.4
snappy,poUcisoc,Snappy,185,"['fabric', 'lightweight', 'multiplayer', 'neoforge', 'optimization']",['1.21.1'],1.21.1
fte,zqYdPXFl,FTE,185,"['adventure', 'challenging', 'combat', 'forge']",['1.20.1'],1.20.1
vanilla+-optimized,ONRk04UN,Vanilla+ Optimized,185,"['fabric', 'lightweight', 'optimization']",['1.20.4'],1.20.4
mc-directors-cut,PgZzlErC,MC: Director's Cut,185,"['fabric', 'lightweight', 'optimization']",['1.19.4'],1.19.4
valderheim,PEvITpK8,Valderheim,184,"['combat', 'fabric', 'kitchen-sink', 'lightweight', 'magic', 'multiplayer', 'quests']",['1.20.1'],1.20.1
trials-of-terra,ttfNA3RC,Trials of Terra,184,"['adventure', 'multiplayer', 'neoforge', 'technology']",['1.21.1'],1.21.1
contenthardcore,iv6fd1hY,Content Hardcore,184,"['fabric', 'multiplayer', 'optimization']","['1.21.10', '1.21.11']",1.21.11
as-intended,S6Th4sY4,As Intended,184,"['adventure', 'fabric', 'multiplayer', 'optimization']",['1.21.1'],1.21.1
buttergemse,A2KsKRBS,Buttergemüse,184,"['adventure', 'fabric', 'lightweight', 'optimization']","['1.21.5', '1.21.6', '1.21.11']",1.21.11
mapetr-modpack,TKi4POYa,Another optimization modpack,166,"['multiplayer', 'optimization', 'quilt']",['1.20.1'],1.20.1
finaloptimized,VWrlXeXn,FinalOptimized,165,"['combat', 'fabric', 'multiplayer', 'optimization']","['1.21.8', '1.21.11']",1.21.11
wisp-optimised,rzWZYinM,Wisp Optimised,165,"['fabric', 'lightweight', 'optimization']","['1.21.10', '1.21.11']",1.21.11
pixeltheris,9Do2M9PO,Pixeltheris,165,"['adventure', 'challenging', 'combat', 'magic', 'multiplayer', 'neoforge', 'optimization', 'quests', 'technology']",['1.21.1'],1.21.1
hurleycraft,VYSEjGt5,HurleyCraft,165,"['adventure', 'challenging', 'fabric', 'magic', 'multiplayer', 'neoforge']",['1.21.1'],1.21.1
aeterna-nox,eJ9arByM,Aeterna nox,165,"['adventure', 'challenging', 'combat', 'fabric', 'forge', 'multiplayer']","['1.20.1', '1.21.4']",1.21.4
mc-classics+,I15WuNdu,MC Classics+,165,"['adventure', 'combat', 'fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21.4'],1.21.4
absolutely-optimize-creator-pack,JnEhrWeU,Absolutely Optimize Creator Pack,165,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.4', '1.21.8']",1.21.8
evanillae,xs23CqEX,Enhanced Vanilla Experience,165,"['adventure', 'challenging', 'combat', 'fabric', 'kitchen-sink', 'magic', 'quests', 'technology']",['1.21'],1.21
coastline-suite,zJtJ87Ke,Coastline,165,"['adventure', 'combat', 'fabric', 'kitchen-sink', 'multiplayer', 'optimization', 'technology']",['1.21.1'],1.21.1
abbily2,83Cli8f7,Abbily Origins 2,165,"['adventure', 'multiplayer', 'quilt']",['1.20.1'],1.20.1
create-6-modpack-by-nolybutt,Q2hfSWzz,Coraline's Create 6,165,"['adventure', 'combat', 'forge', 'kitchen-sink', 'optimization']",['1.20.1'],1.20.1
rickey201-server,GLhQahrB,better world,165,"['adventure', 'combat', 'forge', 'multiplayer', 'technology']",['1.20.1'],1.20.1
tariqs-pack,wPGzBqFc,Tar1q's Pack,165,"['adventure', 'combat', 'fabric', 'kitchen-sink', 'magic', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
obsidian-gang-mod-pack,X56ONsRd,Obsidian Gang Vanilla+,165,"['adventure', 'fabric', 'optimization']",['1.21.4'],1.21.4
objectively-bad,YL4yG6PA,Objectively Bad,165,"['challenging', 'combat', 'forge', 'quests']",['1.20.1'],1.20.1
cobblemonwilds,BK0EAOKF,Cobblemon Wilds,165,['fabric'],['1.20.1'],1.20.1
the-development-server,h0hnAgCI,The Development [Server Edition],165,"['adventure', 'combat', 'forge', 'multiplayer', 'technology']",['1.20.1'],1.20.1
fysalis,zEf76gR0,Fysalis,165,"['adventure', 'combat', 'fabric', 'kitchen-sink', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
yasp,a1kqhzls,Yet Another Survival Pack [discontinued],165,"['adventure', 'fabric', 'lightweight', 'technology']",['1.21.1'],1.21.1
aotl,FAIPmtL3,ace's official trailer look,165,"['fabric', 'kitchen-sink', 'lightweight', 'multiplayer', 'neoforge', 'optimization']",['1.21'],1.21
vanilla-pudding,eIJ0Vupc,Vanilla Pudding,165,"['adventure', 'forge', 'multiplayer', 'technology']",['1.20.1'],1.20.1
maisys-vanilla-plus,ubFpVV0c,Maisy's Vanilla Plus,165,"['fabric', 'lightweight']",['1.19.2'],1.19.2
upack,ziyb7gTf,uPack,164,"['fabric', 'lightweight', 'magic', 'multiplayer', 'optimization']","['1.21.1', '1.21.9', '1.21.10', '1.21.11']",1.21.11
destinys-kitchen-sink,HTIEXJl1,Destiny's Kitchen Sink,164,"['adventure', 'magic', 'multiplayer', 'neoforge', 'optimization', 'technology']",['1.21.1'],1.21.1
weather+,Q6Hz4Oev,Weather+,164,"['adventure', 'challenging', 'multiplayer', 'neoforge']",['1.21.1'],1.21.1
nextlevel,KfETXuz9,Ultra FPS,164,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.1', '1.21.1']",1.21.1
celestia-smp-season-2,Zq7qGQHw,Celestia SMP Season 2,164,"['adventure', 'fabric', 'magic', 'multiplayer', 'technology']",['1.20.1'],1.20.1
visuallyperfected,FoSyZowv,visually perfected,164,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21.5'],1.21.5
pinktsune-hardcore+,AIMg2M2z,Pinktsune Hardcore+,164,"['adventure', 'fabric', 'lightweight', 'optimization']","['1.21.4', '1.21.6', '1.21.9']",1.21.9
love-of-mc,GXq5aS2u,Love of MC,164,"['adventure', 'combat', 'fabric', 'lightweight', 'multiplayer']",['1.21.1'],1.21.1
old-new-game,gAAbXVRO,Old new game,164,"['fabric', 'lightweight', 'optimization']",['1.21.8'],1.21.8
atlantics-create-player,Sw4YZCTC,Atlantic's Create - Player Pack,164,"['forge', 'kitchen-sink', 'lightweight', 'multiplayer', 'technology']",['1.20.1'],1.20.1
just-better-vanilla,RJiVwAjY,Just Better Vanilla,164,"['adventure', 'challenging', 'combat', 'fabric', 'multiplayer', 'quests']",['1.21'],1.21
navi-survival,ojKKptTh,Navia's Survival +,164,"['adventure', 'fabric', 'lightweight']",['1.21.1'],1.21.1
jonscreateadventures,FfH3p6uA,Jon's Create Adventures,164,"['adventure', 'multiplayer', 'neoforge', 'technology']",['1.21.1'],1.21.1
kinertcraft,QnNpALmU,KinertCraft,164,"['adventure', 'combat', 'fabric', 'magic', 'optimization', 'technology']",['1.20.1'],1.20.1
minecraft-refreshed-create,7TFLkOTA,Minecraft Refreshed: Create,164,"['adventure', 'fabric', 'kitchen-sink', 'lightweight', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
mods-and-fun,w2ZOuhwR,Mods and Fun,164,"['adventure', 'combat', 'forge', 'magic', 'technology']",['1.20.1'],1.20.1
owens-mc,WvvxXpBa,Owens MC,164,"['adventure', 'fabric', 'multiplayer', 'technology']",['1.20.1'],1.20.1
super-secret-realm,SNNvVu0V,Super Secret Realm,164,"['fabric', 'lightweight', 'multiplayer']",['1.20.4'],1.20.4
steamworks,eAg61g22,SteamWorks,164,"['adventure', 'fabric', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
tren,qnPbDfk6,Tren,163,"['fabric', 'optimization']",['1.21'],1.21
warhaven,dgmJSkiY,Warhaven,163,"['adventure', 'combat', 'fabric', 'multiplayer']",['1.21.5'],1.21.5
just-vanilla,p74mTETK,Just Vanilla,163,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.10', '1.21.11']",1.21.11
survival-essencials,jdzqvFSy,Survival Essencials,163,"['fabric', 'lightweight', 'optimization']","['1.21.9', '1.21.10']",1.21.10
vanillaplus-animation,s1YMC3wN,VanillaPlus Animation,163,"['fabric', 'optimization']",['1.21.8'],1.21.8
pinbasemods,PSAU2KCP,PinBaseMods,163,"['fabric', 'lightweight', 'multiplayer', 'optimization', 'technology']","['1.21.5', '1.21.7', '1.21.8']",1.21.8
joesmp,pyukG80R,JoeSMP,163,"['adventure', 'combat', 'multiplayer', 'neoforge', 'optimization']",['1.21.1'],1.21.1
cobblemon-dimensions,dmxLWSvy,Cobblemon: Dimensions,163,"['adventure', 'challenging', 'combat', 'forge', 'magic', 'multiplayer', 'quests', 'technology']",['1.20.1'],1.20.1
clockwork-smp,aYaFRbhn,Clockwork SMP Modpack,163,"['adventure', 'combat', 'kitchen-sink', 'magic', 'multiplayer', 'neoforge', 'optimization', 'technology']",['1.21.1'],1.21.1
oranges-medieval-craft,2ujI7Fh4,Orange's Medieval Craft,163,['fabric'],['1.20.1'],1.20.1
abmm,b8T887H8,Another Better Minecraft Modpack,163,"['adventure', 'challenging', 'fabric', 'kitchen-sink', 'multiplayer']",['1.21'],1.21
43rd-flying-modpack-reborn,YR3I4SQv,43rd Flying Modpack Reborn,163,"['adventure', 'fabric', 'multiplayer']",['1.21.1'],1.21.1
gears-glory,FOh1a6Ie,Gears & Glory,163,"['adventure', 'combat', 'fabric', 'multiplayer', 'technology']",['1.20.1'],1.20.1
comfypack,qAJO4ZTx,ComfyPack,163,"['adventure', 'fabric', 'multiplayer', 'optimization', 'technology']",['1.20.6'],1.20.6
eisocraft-modpack-i-official,c8EncKUM,EiSoCraft Modpack I [OFFICIAL],163,['forge'],['1.20.1'],1.20.1
hatininternet`s-better-generation,giG5Tir7,HatInInternet`s Better Generation,163,"['adventure', 'fabric', 'magic', 'multiplayer']",['1.20.1'],1.20.1
meow-special,vtTx3Ha4,Meow Special,162,"['adventure', 'challenging', 'combat', 'forge', 'multiplayer', 'neoforge']","['1.20.1', '1.21.1']",1.21.1
xbox-edition,MOvAwyiZ,Xbox Edition,162,"['fabric', 'lightweight', 'optimization']",['1.21.10'],1.21.10
travel-and-create-again,vxOfSAYY,Travel and Create Again,162,"['adventure', 'challenging', 'forge', 'kitchen-sink', 'magic', 'multiplayer']",['1.20.1'],1.20.1
k1ngs-vannila-perfected,Io3BEFSv,K1NG'S Vanilla Perfected,162,"['adventure', 'combat', 'fabric', 'lightweight', 'multiplayer', 'optimization', 'quests']","['1.21.4', '1.21.5', '1.21.6', '1.21.7']",1.21.7
frame-rate-performance,v4VreHkj,FPS Performance,162,"['fabric', 'lightweight', 'magic', 'optimization']",['1.19'],1.19
qualitymc+,hjRMoheC,QualityMC+,162,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.6', '1.21.7', '1.21.8']",1.21.8
trees-cobblemon-adventures,PAU2n0YH,Tree's Cobblemon Adventures,162,"['adventure', 'combat', 'fabric', 'kitchen-sink', 'multiplayer']",['1.21.1'],1.21.1
cannizzoow-cobblemon,fV0jle7k,CannizzoOW Cobblemon,162,"['adventure', 'combat', 'fabric', 'multiplayer']",['1.21.1'],1.21.1
vip_smp-season-1,9WXz6nst,VIP_SMP - Season 1,162,"['fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21.4'],1.21.4
fpibank,yNpBvhBD,Basic Optimization,162,"['forge', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
minkroft-curated,eMJy1ksy,minkroft Curated™,162,"['adventure', 'combat', 'forge', 'kitchen-sink', 'multiplayer', 'neoforge', 'optimization']","['1.20.1', '1.21.1']",1.21.1
simply-sieges,JG93e3Lk,Simply Sieges,162,"['adventure', 'challenging', 'combat', 'fabric', 'kitchen-sink', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
planet-8-bit,1G9sUKHk,Planet 8-bit Enhanced Vanilla Pack,162,"['adventure', 'fabric', 'lightweight', 'magic', 'multiplayer']",['1.21'],1.21
heavy-rpg,2uuAxYho,Heavy RPG,162,"['adventure', 'challenging', 'combat', 'forge', 'magic', 'multiplayer']",['1.20.1'],1.20.1
vpbas-modpack,ydXLfNQK,VPBA's Modpack,162,"['fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21'],1.21
benjis-survival-server-optional-pack,dgTwvFbs,Benji's Survival Server Optional Pack,162,"['fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21'],1.21
vanilla-overhaul-plus,x3mz0WhU,Vanilla Overhaul Plus,162,"['adventure', 'combat', 'fabric', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
heysmp,5jkSqHE3,HeySMP.de,161,"['fabric', 'multiplayer']","['1.21.4', '1.21.8', '1.21.11']",1.21.11
fathomfps+,sHrBRPsy,FathomFPS+,161,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.8', '1.21.9', '1.21.10', '1.21.11']",1.21.11
-greenandmodpack,tHCu2HI4,Грін та його збірка,161,"['fabric', 'lightweight', 'optimization']","['1.21.10', '1.21.11']",1.21.11
optimization-+,Nl8nPpa3,Optimization +,161,"['fabric', 'lightweight', 'optimization']",['1.21.9'],1.21.9
darkfoe-live!!,xvIrnbVw,DarkFoe Live!!,161,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.8', '1.21.10']",1.21.10
my-vanil,6Hiol3uP,My Vanilla,161,"['challenging', 'fabric', 'multiplayer']",['1.20.1'],1.20.1
cozycraft2025,k6PMeWRA,CozyCraft,161,"['adventure', 'fabric', 'kitchen-sink', 'multiplayer']",['1.21.8'],1.21.8
peace-and-quiet,htAWlhYn,Peace and quiet,161,"['adventure', 'combat', 'multiplayer', 'neoforge']",['1.21.1'],1.21.1
that,XeOiMXHW,THAT,161,"['adventure', 'combat', 'kitchen-sink', 'magic', 'multiplayer', 'neoforge', 'optimization', 'technology']",['1.21.1'],1.21.1
codys-immersivecraft,NY7c1R3h,Cody's ImmersiveCraft,161,"['adventure', 'forge', 'lightweight', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
weird-contraption-7,xC0851LR,Weird Contraption 7,161,"['adventure', 'challenging', 'combat', 'forge', 'technology']",['1.20.1'],1.20.1
radium-optimization,qXgYG2Yn,Radium Optimization,161,"['fabric', 'lightweight', 'optimization']","['1.21.4', '1.21.5']",1.21.5
thtq-create,QqvTWdzR,ThTQ-Create,161,"['forge', 'multiplayer', 'technology']",['1.20.1'],1.20.1
potatium-was-taken,ThDw81Th,Potatium,161,"['fabric', 'kitchen-sink', 'lightweight', 'optimization']",['1.21.4'],1.21.4
btl-smp,rSoTkOLy,BtL SMP,161,"['adventure', 'fabric', 'multiplayer', 'technology']",['1.20.1'],1.20.1
me-official-modpack,iVPefGjl,MikArt Europe Official,161,"['fabric', 'multiplayer']","['1.21.1', '1.21.4']",1.21.4
more-stuff-modpack,Q5VtRcgs,More Stuff Modpack,161,['forge'],['1.20.1'],1.20.1
mimine,RYpRDyGc,miMine,161,"['adventure', 'challenging', 'fabric', 'multiplayer', 'optimization']","['1.20.1', '1.20.4']",1.20.4
in-the-woods,mLdXsIS0,In the Woods,161,"['adventure', 'fabric', 'optimization', 'quests']",['1.21'],1.21
there-is-no-l-to-perfection,NhZiUFou,There is no limit to perfection,161,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']",['1.20.4'],1.20.4
bmalo-vanilla-plus-modpack,GzVUBQQE,bmalo's Custom Vanilla Plus,161,"['fabric', 'lightweight', 'multiplayer', 'optimization']",['1.20.6'],1.20.6
rpn-revolution,oLDRSS2O,RPN - Revolution,160,['neoforge'],['1.20.1'],1.20.1
fren-worl-pack,rG7CmbUw,Fren Worl Pack,160,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.8', '1.21.10', '1.21.11']",1.21.11
create-age-of-creation,I9uIDH6W,Create: Age Of Creation,160,"['adventure', 'challenging', 'forge', 'kitchen-sink', 'multiplayer', 'technology']",['1.20.1'],1.20.1
serene-pioneers-3,9UxGEggo,Serene Pioneers 3,160,['fabric'],['1.21.1'],1.21.1
ponexmodpack,PzdssQ2i,PONEX ModPack,144,"['fabric', 'optimization']",['1.21.8'],1.21.8
star-crossed,3re6HFda,Star Crossed,144,"['forge', 'lightweight', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
snepigo-off-season,NYtKUSlW,SnepiGO off-season,144,"['adventure', 'fabric', 'magic', 'multiplayer']",['1.20.1'],1.20.1
they-lurk,TuiO76ag,They Lurk.,144,"['challenging', 'forge', 'lightweight', 'multiplayer']",['1.20.1'],1.20.1
po+,tlQtTLol,Perfectly Optimized,144,"['fabric', 'lightweight', 'optimization']","['1.21.5', '1.21.6', '1.21.7']",1.21.7
techbound-reborn-2,YDMValrA,TechBound Reborn 2,144,"['adventure', 'challenging', 'forge', 'technology']",['1.20.1'],1.20.1
wirenut,4tBzpCbe,Wirenut,144,"['adventure', 'kitchen-sink', 'multiplayer', 'neoforge', 'technology']","['1.20.4', '1.21.1']",1.21.1
create-back-to-basic,R3mQirgD,Create: Back to Basic,144,['neoforge'],['1.21.1'],1.21.1
the-content-sphere-smp-modpack,2qDUPuXO,The Content Sphere SMP Modpack,144,"['adventure', 'combat', 'fabric', 'forge', 'multiplayer', 'technology']",['1.21.1'],1.21.1
seedmc,oXv2ehgI,SeedMC,144,"['fabric', 'multiplayer', 'optimization']",['1.21.4'],1.21.4
one-wish-overhaul,OBdJHWm1,One Wish Overhaul,144,"['adventure', 'fabric', 'lightweight', 'optimization']",['1.21.4'],1.21.4
redmagic,eACcYvT1,RedMagic,144,"['fabric', 'optimization']",['1.18.2'],1.18.2
jothb-medieval-fantasy-pack,IHA2fTnx,JOTHB Medieval Fantasy Pack,144,"['adventure', 'combat', 'forge', 'magic']",['1.20.1'],1.20.1
optimizecraft,srW5M5fw,OptimizeCraft,144,"['fabric', 'lightweight', 'multiplayer', 'optimization']",['1.20.2'],1.20.2
binahs-client,7VY86SDs,Binah's Client,144,"['lightweight', 'multiplayer', 'optimization', 'quilt']",['1.19.2'],1.19.2
coopsmp,9VDtwnaO,CoopSMP,144,"['adventure', 'combat', 'fabric', 'magic', 'multiplayer', 'optimization']",['1.19.4'],1.19.4
icabu-4,ea2V0WBF,Icabu 4 modpack,143,"['adventure', 'fabric', 'multiplayer', 'optimization', 'technology']",['1.21.11'],1.21.11
vivecraft-perfected,z8dYYbRo,Vivecraft Perfected,143,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21.1'],1.21.1
mechanical-cobblemons,IQ0cuf1q,Mechanical Cobblemons,143,"['adventure', 'magic', 'neoforge', 'technology']",['1.21.1'],1.21.1
medeivalkingdomcraft,saampQ5T,MedeivalKingdomCraft,143,"['adventure', 'combat', 'fabric', 'magic', 'multiplayer', 'optimization']",['1.21.1'],1.21.1
freddy-vanilla,V023MNtF,Freddy's Vanilla,143,"['fabric', 'multiplayer', 'optimization']","['1.21.10', '1.21.11']",1.21.11
createworks-fabric,vM8Oss8B,CreateWorks Fabric,143,"['challenging', 'fabric', 'multiplayer', 'technology']",['1.20.1'],1.20.1
eternayumemon,xazhVaZD,EternaYumeMon,143,"['adventure', 'challenging', 'combat', 'multiplayer', 'neoforge']",['1.21.1'],1.21.1
foccraft,ay9IIUYX,FOC Craft,143,"['adventure', 'challenging', 'combat', 'magic', 'multiplayer', 'neoforge', 'technology']",['1.21.1'],1.21.1
vxl,FoU60p53,VOXELWARE+,143,"['combat', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.1', '1.21.5']",1.21.5
minemovie,eoCcgZjg,MineMovie,143,"['adventure', 'combat', 'forge', 'multiplayer']",['1.20.1'],1.20.1
ovalbook,20hKsKs2,Ovalbook,143,"['fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21.4'],1.21.4
atztec-adventures,CFkpdmDn,Atztec adventures,143,"['adventure', 'challenging', 'combat', 'forge', 'multiplayer']",['1.20.1'],1.20.1
nations-odyssey,Da3aGJpy,Nations Odyssey,143,"['adventure', 'challenging', 'combat', 'fabric', 'kitchen-sink', 'magic', 'multiplayer']",['1.21.1'],1.21.1
potatoubly-optimized,oakDIjJk,Potatoubly Optimized,143,"['fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21.3'],1.21.3
ultrillacraft,6DGPRfsi,UltrillaCraft,143,['fabric'],['1.21'],1.21
salt-squad-cobblemon-pack,SmHttZK7,Salt Squad(Cobblemon Pack),143,"['adventure', 'combat', 'fabric', 'magic', 'multiplayer']",['1.20.1'],1.20.1
enc,3F5y6rej,Explore & Create,143,"['adventure', 'fabric', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
quality-of-life-smb,MkMD4qQq,Quality Of Life - SMB,143,"['combat', 'fabric', 'multiplayer', 'optimization']",['1.21'],1.21
dunkancraft,Bo282qOg,DunkanCraft,143,"['adventure', 'combat', 'forge', 'multiplayer', 'technology']",['1.20.1'],1.20.1
wop,rMANE1ez,WOP,143,"['fabric', 'multiplayer', 'optimization']",['1.19.4'],1.19.4
balls-game,E3R8unPg,[balls_game],142,"['adventure', 'fabric', 'magic', 'optimization', 'technology']",['1.20.1'],1.20.1
forkpack,g2ABqpE6,Forkpack,142,"['fabric', 'lightweight', 'neoforge', 'technology']","['1.20.1', '1.21.1']",1.21.1
dogspack,yKIqZWOX,DogsPack,142,"['combat', 'fabric', 'lightweight', 'multiplayer', 'optimization', 'technology']",['1.21.11'],1.21.11
tscp,bxmuM5yB,The Smorox Create Pack,142,"['adventure', 'multiplayer', 'neoforge', 'optimization', 'technology']",['1.21.1'],1.21.1
eclipse-smp+,xV2nccJb,Eclipse SMP+,142,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.8', '1.21.9']",1.21.9
hki,MNrJtnwT,HKI,142,['neoforge'],['1.21.1'],1.21.1
betterthefarm,knOMhZl1,Better The Farm,142,"['adventure', 'fabric', 'lightweight', 'optimization']",['1.19.2'],1.19.2
panas-soreass,OpQcva3l,Panas SoreAss,142,"['adventure', 'combat', 'fabric', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
grannys-minions,onLaWReM,"Granny,s minions",142,"['adventure', 'challenging', 'combat', 'forge', 'magic', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
photogenetic,u0Skw22B,Photogenetic,142,"['fabric', 'multiplayer', 'optimization']",['1.21.1'],1.21.1
mamamount-server,m1jXNOnW,Mamamount Server,142,"['fabric', 'multiplayer', 'optimization']","['1.20.1', '1.21.4']",1.21.4
performancify,87IV9hx6,Performancify,142,"['fabric', 'lightweight', 'optimization']",['1.21.4'],1.21.4
dinkstrs-modpack,DNTMAfTW,Dinkstr's Better Minecraft Progression,142,['fabric'],['1.20.1'],1.20.1
otherside_modpack,9kgGlwVb,Otherside,142,"['fabric', 'multiplayer', 'optimization', 'technology']",['1.21'],1.21
better-at-life,MpNjly2K,Better At Life,142,"['adventure', 'multiplayer', 'optimization', 'quilt']",['1.20.1'],1.20.1
sample-mods,uuiqmAzl,Sample Mods,142,"['forge', 'optimization']",['1.20.1'],1.20.1
aag-se,ZeHtsWp7,AAG SE,142,"['adventure', 'fabric', 'optimization', 'technology']",['1.20.1'],1.20.1
yanzi,LYLhIzWE,Yanzi,142,"['adventure', 'combat', 'forge', 'multiplayer', 'technology']",['1.20.1'],1.20.1
